0.12726,0.00447
0.02513,0.00454
0.02458,0.0047
0.02349,0.00498
0.02394,0.00481
0.02186,0.00449
0.02353,0.00482
0.02547,0.00494
0.02345,0.00448
0.02254,0.00447
0.02573,0.00448
0.02285,0.00506
0.02306,0.00446
0.02376,0.00499
0.02268,0.00446
0.0221,0.00491
0.0233,0.00457
0.02275,0.00447
0.02264,0.00451
0.02228,0.00506
0.02332,0.00445
0.02453,0.00501
0.02229,0.00448
0.02466,0.00451
0.02526,0.00557
0.02259,0.00446
0.02256,0.00505
0.02177,0.00448
0.02294,0.00504
0.02244,0.0045
0.02384,0.00449
0.02144,0.00447
0.02322,0.00519
0.02268,0.00446
0.02267,0.00473
0.0231,0.00447
0.02468,0.0051
0.02322,0.00478
0.02209,0.00446
0.02146,0.00447
0.02326,0.00447
0.02143,0.00444
0.02429,0.00486
0.02224,0.00446
0.0227,0.00446
0.02332,0.00471
0.02299,0.00446
0.02231,0.00446
0.0227,0.00446
0.02265,0.00447
0.02359,0.00489
0.02237,0.00476
0.02189,0.00446
0.0235,0.00477
0.02062,0.00447
0.02285,0.00517
0.02251,0.00446
0.02269,0.00447
0.02322,0.00451
0.02341,0.00519
0.02195,0.00446
0.02338,0.00526
0.02207,0.00447
0.02265,0.00478
0.02268,0.00506
0.02204,0.00448
0.02273,0.00446
0.02314,0.00485
0.0229,0.00447
0.02581,0.00518
0.02176,0.00447
0.0248,0.00457
0.02342,0.00476
0.02306,0.00446
0.0224,0.0045
0.02327,0.00445
0.02106,0.00446
0.02377,0.00451
0.02241,0.00446
0.0226,0.00447
0.0235,0.00486
0.02239,0.00446
0.02388,0.00477
0.0228,0.00447
0.02307,0.00446
0.02313,0.00447
0.02206,0.00447
0.02291,0.00462
0.02411,0.0048
0.02136,0.00446
0.02386,0.00521
0.02419,0.00446
0.02196,0.00447
0.02274,0.00506
0.02507,0.00468
0.0223,0.00449
0.02407,0.00457
0.0228,0.00448
0.02335,0.00447
0.02447,0.00498
0.02339,0.00485
0.02274,0.00449
0.02267,0.00447
0.023,0.00447
0.023,0.00477
0.02433,0.00506
0.02133,0.00447
0.02316,0.00448
0.02297,0.00475
0.02314,0.00448
0.02355,0.00525
0.02234,0.00446
0.02585,0.00561
0.02324,0.00477
0.02271,0.00447
0.02278,0.00465
0.02224,0.00488
0.02235,0.00446
0.02414,0.00505
0.02397,0.00498
0.02317,0.00466
0.02498,0.00451
0.02185,0.0045
0.02396,0.0049
0.0241,0.00481
0.02235,0.0049
0.02233,0.00446
0.02358,0.00448
0.02219,0.00504
0.0225,0.00445
0.02237,0.0045
0.02291,0.00504
0.02396,0.00485
0.02336,0.00521
0.02299,0.00446
0.02203,0.00447
0.02297,0.00493
0.02276,0.00446
0.02321,0.00447
0.02229,0.00473
0.02411,0.00451
0.02327,0.00525
0.02235,0.00446
0.02398,0.00477
0.02215,0.00472
0.02271,0.00474
0.02389,0.00523
0.02243,0.00447
0.02264,0.00446
0.02253,0.00445
0.02261,0.00446
0.02323,0.00484
0.02317,0.00486
