0.42735,0.03522
0.10019,0.03433
0.10051,0.03441
0.0965,0.03323
0.09525,0.03319
0.09603,0.03389
0.09394,0.03301
0.09982,0.0371
0.09726,0.03323
0.10028,0.03708
0.09749,0.03505
0.10569,0.03547
0.09709,0.03377
0.09727,0.0346
0.1063,0.03704
0.09723,0.03268
0.09897,0.03453
0.10349,0.03835
0.09846,0.03353
0.09877,0.03391
0.10202,0.03838
0.09778,0.03355
0.09841,0.03432
0.10006,0.0367
0.09807,0.0348
0.10502,0.03465
0.09611,0.0332
0.09764,0.03378
0.09608,0.03351
0.09638,0.03359
0.09607,0.0331
0.09346,0.03238
0.0965,0.0333
0.09662,0.03364
0.0943,0.0328
0.0962,0.03452
0.09738,0.03501
0.09705,0.03363
0.10254,0.03337
0.09668,0.03381
0.09769,0.03341
0.09553,0.03269
0.09868,0.03485
0.09699,0.03419
0.09701,0.03357
0.09712,0.03367
0.09607,0.03336
0.09647,0.03292
0.09459,0.03351
0.10974,0.03954
0.10455,0.0332
0.09609,0.03356
0.09472,0.03316
0.09844,0.03636
0.09279,0.03345
0.10182,0.03785
0.09796,0.03378
0.09762,0.03359
0.09639,0.03317
0.09347,0.03237
0.09665,0.03375
0.09692,0.03362
0.09491,0.03318
0.09556,0.03408
0.09688,0.03445
0.0959,0.03363
0.09562,0.03348
0.0959,0.03255
0.09661,0.03389
0.09945,0.03665
0.0956,0.03362
0.09894,0.03346
0.09551,0.03296
0.09975,0.03664
0.09801,0.0343
0.09906,0.03652
0.09476,0.03347
0.09822,0.03363
0.10496,0.03489
0.09467,0.03326
0.10604,0.03571
0.09647,0.03356
0.0954,0.03361
0.09633,0.03324
0.09665,0.03421
0.09713,0.03415
0.09808,0.03386
0.09828,0.03369
0.09848,0.03312
0.09824,0.03342
0.09795,0.03321
0.09802,0.03317
0.10141,0.03887
0.09632,0.03263
0.09935,0.03661
0.09614,0.03342
0.09684,0.03382
0.09681,0.03344
0.09878,0.03322
0.10011,0.03311
0.09703,0.03291
0.10878,0.0375
0.09742,0.03439
0.10021,0.03349
0.09845,0.03323
0.09515,0.0335
0.10037,0.03389
0.09906,0.03665
0.10531,0.03638
0.0965,0.03313
0.09566,0.03266
0.09715,0.03392
0.0979,0.03598
0.09611,0.03364
0.09607,0.03319
0.09504,0.03295
0.10425,0.03517
0.09482,0.03257
0.09711,0.03323
0.09735,0.03367
0.09677,0.03337
0.09805,0.03298
0.09502,0.03292
0.0965,0.03312
0.09571,0.03369
0.09406,0.03312
0.09541,0.03241
0.09544,0.03335
0.09544,0.03363
0.10228,0.03767
0.09816,0.03351
0.09655,0.03285
0.09795,0.0324
0.09984,0.03655
0.09939,0.03421
0.0953,0.03234
0.09806,0.03398
0.09811,0.03325
0.09775,0.03318
0.09499,0.0332
0.0973,0.03426
0.09835,0.03619
0.09641,0.03343
0.09606,0.03355
0.09389,0.03281
0.0962,0.0341
0.0993,0.03564
0.09553,0.03335
0.09639,0.03346
0.09402,0.03237
0.10778,0.03749
0.09757,0.03288
0.09605,0.03268
0.10177,0.03443
0.09824,0.03596
0.10126,0.03808
0.09648,0.03389
0.09979,0.03671
0.1062,0.03656
0.09742,0.03288
0.10039,0.03802
0.09847,0.03373
0.10277,0.03782
0.09686,0.033
0.10001,0.03402
0.10295,0.03805
0.09708,0.03316
0.09633,0.03569
0.10744,0.03651
0.09469,0.0328
0.09808,0.03594
0.09567,0.03361
0.09631,0.03341
0.09512,0.03313
0.09627,0.03243
0.09728,0.03372
0.09674,0.03337
0.09751,0.03394
0.09802,0.03528
0.09521,0.03283
0.09635,0.03412
0.09628,0.03348
0.09572,0.03317
0.09473,0.03314
0.0938,0.03238
0.09562,0.03339
0.09665,0.03314
0.09692,0.03626
0.09616,0.03376
0.0976,0.03334
0.10069,0.03355
0.09953,0.0333
0.10015,0.03398
0.0985,0.03358
0.0974,0.03318
0.0945,0.03292
0.10609,0.03692
0.09795,0.03313
0.09517,0.03263
0.09652,0.03357
0.09721,0.03602
0.09678,0.03333
0.09799,0.0331
0.09218,0.03297
0.10372,0.03633
0.09625,0.03398
0.10552,0.03661
0.09661,0.03274
0.0991,0.03408
0.09985,0.03641
0.09762,0.03362
0.09973,0.03689
0.09635,0.03329
0.09731,0.03342
0.09723,0.03347
0.09729,0.033
0.09709,0.03652
0.09791,0.0344
0.09568,0.03377
0.09379,0.03314
0.09788,0.03615
0.0966,0.03366
0.09887,0.03548
0.1081,0.03715
0.09465,0.03264
0.09849,0.0364
0.0946,0.03357
0.09537,0.03316
0.09591,0.03339
0.0954,0.03365
0.09614,0.03367
0.09858,0.03349
0.09681,0.03313
0.09759,0.03294
0.09596,0.03511
0.09763,0.03407
0.09797,0.03403
0.09572,0.03329
0.09531,0.03284
0.10484,0.03643
0.10764,0.03648
0.09781,0.03638
0.09544,0.03347
0.09618,0.0332
0.09551,0.03282
0.09731,0.03408
0.09368,0.03253
0.09753,0.03317
0.09602,0.03285
0.10128,0.03839
0.09922,0.03417
0.09961,0.03664
0.09861,0.03614
0.0947,0.03338
0.0993,0.03395
0.09376,0.03316
0.09568,0.03261
0.10646,0.03788
0.09636,0.03279
0.09411,0.03254
0.09607,0.03334
0.09658,0.03325
0.094,0.03266
0.09708,0.03456
0.09507,0.0336
